Publisher,Time,Author,Title,ID
Tom Doherty Associates,3/20/18,Elizabeth Bear,Stone Mad: A Karen Memory Adventure,1824
Oxford University Press,2010/1/15,Clifford R. Backman,"Cultures of the West: A History, Volume 1: To 1750 / Edition 2",1825
"Farrar, Straus and Giroux",2/27/18,Jeff VanderMeer,The Strange Bird: A Borne Story,1826
Pearson,1/26/15,Penelope J.E. Davies,Janson's History of Art: The Western Tradition Enhanced Edition / Edition 8,1827
Penguin Publishing Group,6/26/07,Ann Fessler,The Girls Who Went Away: The Hidden History of Women Who Surrendered Children for Adoption in the Decades Before Roe v. Wade,1828
Dover Publications,1/27/98,Winky Adam,United States Coloring Book,1829
Simon Pulse,10/30/12,Scott Westerfeld,The Leviathan Trilogy: Leviathan; Behemoth; Goliath,1830
Penguin Publishing Group,5/28/02,Alastair Reynolds,Revelation Space (Revelation Space Series #1),1831
Basic Books,5/30/17,Sean McMeekin,The Russian Revolution: A New History,1832
Penguin Publishing Group,10/27/09,Niall Ferguson,The Ascent of Money: A Financial History of the World,1833
Knopf Doubleday Publishing Group,2001/6/9,Neil Shubin,Your Inner Fish: A Journey Into the 3.5-Billion-Year History of the Human Body,1834
Oxford University Press,12/23/14,Michael Schaller,"American Horizons: U.S. History in a Global Context, Volume II: Since 1865, with Sources / Edition 2",1835
HarperCollins Publishers,10/24/17,George Mann,Doctor Who: Dalek: The Astounding Untold History of the Greatest Enemies of the Universe,1836
St. Martin's Press,8/20/13,John Romer,A History of Ancient Egypt: From the First Farmers to the Great Pyramid,1837
Capstone Press,2002/1/13,Michael Burgan,World War II Pilots: An Interactive History Adventure,1838
"Little, Brown and Company",2006/7/16,Annie Jacobsen,"The Pentagon's Brain: An Uncensored History of DARPA, America's Top-Secret Military Research Agency",1839
Penguin Publishing Group,8/28/87,Robert A. Heinlein,Time Enough for Love,1840
Dauphin Publications Inc.,2003/1/14,Carroll Quigley,Tragedy and Hope: A History of the World in Our Time,1841
Knopf Doubleday Publishing Group,2010/4/11,Bill Bryson,At Home: A Short History of Private Life,1842
Knopf Doubleday Publishing Group,11/28/99,Robert Hughes,American Visions: The Epic History of Art in America,1843
Oxford University Press,2010/1/11,Gordon S. Wood,"Empire of Liberty: A History of the Early Republic, 1789-1815",1844
"Little, Brown and Company",1/30/18,Annie Jacobsen,Phenomena: The Secret History of the U.S. Government's Investigations into Extrasensory Perception and Psychokinesis,1845
Knopf Doubleday Publishing Group,2011/2/10,Isaac Asimov,"Foundation, Foundation and Empire, Second Foundation",1846
Tom Doherty Associates,2002/7/6,Robert Charles Wilson,Spin,1847
"Hay House, Inc.",10/25/16,Ty M Bollinger,"The Truth about Cancer: What You Need to Know about Cancer's History, Treatment, and Prevention",1848
"Little, Brown Books for Young Readers",2009/12/17,Ryan Graudin,Blood for Blood (Wolf by Wolf Series #2),1849
Yale University Press,2001/9/18,Lisa Brooks,Our Beloved Kin: A New History of King Philip's War,1850
Biblioasis,10/31/17,Jorge Carrion,Bookshops: A Reader's History,1851
PRH Grupo Editorial,9/27/16,Yuval Noah Harari,Sapiens. De animales a dioses / Sapiens: A Brief History of Humankind,1852
Yale University Press,2/28/12,Stephen J. Eskilson,"Graphic Design: A New History, second edition / Edition 2",1853
Kingfisher,7/15/14,Simon Basher,Mythology: Oh My! Gods and Goddesses (Basher History Series),1854
Oxford University Press,1/25/12,Richard Taruskin,The Oxford History of Western Music: College Edition,1855
Princeton University Press,4/27/15,Ibn Khaldun,The Muqaddimah: An Introduction to History,1856
"Chicago Review Press, Incorporated",2009/1/2,Richard Panchyk,World War II for Kids: A History with 21 Activities,1857
Picador,7/24/07,Thomas L. Friedman,The World Is Flat: A Brief History of the Twenty-First Century (Further Updated and Expanded),1858
Agate,2004/4/17,Chicago Tribune Staff,The Chicago Tribune Book of the Chicago Cubs: A Decade-By-Decade History,1859
National Geographic Society,4/18/17,Michael Farquhar,"Bad Days in History: A Gleefully Grim Chronicle of Misfortune, Mayhem, and Misery for Every Day of the Year",1860
Random House Publishing Group,4/29/14,G. J. Meyer,The Borgias: The Hidden History,1861
Penguin Publishing Group,2005/2/17,Taylor Anderson,Blood in the Water (Destroyermen Series #11),1862
Oxford University Press,4/19/01,David M. Kennedy,"Freedom from Fear: The American People in Depression and War, 1929-1945",1863
Night Shade Books,2005/5/15,Paolo Bacigalupi,The Windup Girl,1864
Simon & Schuster,2012/5/17,Stanley Bing,Immortal Life: A Soon To Be True Story,1865
Picador,2003/6/18,Pankaj Mishra,Age of Anger: A History of the Present,1866
University of Chicago Press,10/29/17,Mark Lehner,Giza and the Pyramids: The Definitive History,1867
HarperCollins Publishers,5/31/11,Jane Ziegelman,97 Orchard: An Edible History of Five Immigrant Families in One New York Tenement,1868
"Little, Brown Books for Young Readers",2010/6/15,Gail Carriger,Waistcoats & Weaponry (Finishing School Series #3),1869
Insight Editions,9/13/16,Matt Taylor,Metallica: Back to the Front: A Fully Authorized Visual History of the Master of Puppets Album and Tour,1870
Baen,2008/6/13,Larry Correia,Warbound (Grimnoir Chronicles #3),1871
Oxford University Press,2002/1/7,Joy Hakim,A History of US: The First Americans: Prehistory-1600 A History of US Book One,1872
Random House Publishing Group,2/26/13,Tim Weiner,Enemies: A History of the FBI,1873
"Norton, W. W. & Company, Inc.",2/22/10,Susan Wise Bauer,The History of the Medieval World: From the Conversion of Constantine to the First Crusade,1874
"Anness Publishing, Ltd.",2003/7/16,Will Fowler,"The Illustrated World Encyclopedia of Guns: Pistols, Rifles, Revolvers, Machine And Submachine Guns Through History In 1100 Clear Photographs",1875
Potter/TenSpeed/Harmony,2005/9/17,Dave Anthony,The United States of Absurdity: Untold Stories from American History,1876
DK,2004/4/17,Dorling Kindersley Publishing Staff,Tank: The Definitive Visual History of Armored Vehicles,1877
Tom Doherty Associates,8/26/14,John Scalzi,Old Man's War Boxed Set 1,1878
Barnes & Noble,6/17/04,H. G. Wells,"The Outline of History: Volume 1, Prehistory to the Roman Republic (Barnes & Noble Library of Essential Reading)",1879
Penguin Publishing Group,6/28/97,Stanley Karnow,Vietnam: A History,1880
Bloomsbury USA,2002/7/17,Samantha Shannon,The Mime Order (Bone Season Series #2),1881
Prometheus Books,1/23/18,Patrick J. Charles,Armed in America: A History of Gun Rights from Colonial Militias to Concealed Carry,1882
Taylor & Francis,2003/8/16,Joel Spring,Deculturalization and the Struggle for Equality: A Brief History of the Education of Dominated Cultures in the United States / Edition 8,1883
Penguin Publishing Group,2006/5/1,Rebecca Solnit,Wanderlust: A History of Walking,1884
Candlewick Press,2012/10/13,Kareem Abdul-Jabbar,What Color Is My World?: The Lost History of African-American Inventors,1885
Penguin Publishing Group,6/13/17,Taylor Anderson,Devil's Due (Destroyermen Series #12),1886
PublicAffairs,2010/8/13,Christian Wolmar,The Great Railroad Revolution: The History of Trains in America,1887
Tom Doherty Associates,5/23/17,Sarah Gailey,River of Teeth,1888
Bedford/St. Martin's,7/18/14,James A. Henretta,"America: A Concise History, Volume 1 / Edition 6",1889
"WallBuilders, Incorporated",6/28/10,David Barton,Setting the Record Straight: American History in Black and White,1890
Tom Doherty Associates,2002/4/14,Marie Brennan,A Natural History of Dragons: A Memoir by Lady Trent,1891
Houghton Mifflin Harcourt,2010/10/17,Tyler Anbinder,City of Dreams: The 400-Year Epic History of Immigrant New York,1892
Penguin Publishing Group,2009/5/6,Tony Judt,Postwar: A History of Europe Since 1945,1893
Houghton Mifflin Harcourt,5/24/16,P. W. Singer,Ghost Fleet: A Novel of the Next World War,1894
DK,9/13/16,Dorling Kindersley Publishing Staff,Classic Car: The Definitive Visual History,1895
BMG Books,8/29/17,Brian Slagel,For the Sake of Heaviness: The History of Metal Blade Records,1896
Random House Publishing Group,9/28/93,Harry Turtledove,The Guns of the South,1897
New York University Press,4/15/08,Peter N. Stearns,World History in Documents: A Comparative Reader / Edition 2,1898
Random House Publishing Group,3/28/89,Isaac Asimov,Prelude to Foundation,1899
Voyageur Press,7/14/17,Emma Janzen,"Mezcal: The History, Craft & Cocktails of the World's Ultimate Artisanal Spirit",1900
Oxford University Press,2002/8/7,Robert Middlekauff,"The Glorious Cause: The American Revolution, 1763-1789 / Edition 1",1901
St. Martin's Press,2009/6/16,Rebecca Frankel,"War Dogs: Tales of Canine Heroism, History, and Love: Tales of Canine Heroism, History, and Love",1902
Zondervan,6/30/15,Devin Brown,"Discussing Mere Christianity Study Guide: Exploring the History, Meaning, and Relevance of C.S. Lewis's Greatest Book",1903
Cambridge University Press,2010/9/17,Anne C. Bailey,The Weeping Time: Memory and the Largest Slave Auction in American History,1904
Cengage Learning,2001/1/16,Fred S. Kleiner,Gardner's Art through the Ages: A Concise Global History / Edition 4,1905
HarperCollins Publishers,8/25/09,Neal Stephenson,Anathem,1906
Publius Press,5/28/06,A. Ralph Epperson,The Unseen Hand: An Introduction to the Conspiratorial View of History,1907
"Norton, W. W. & Company, Inc.",5/23/17,Mark Kurlansky,Paper: Paging Through History,1908
Tom Doherty Associates,5/30/17,Robert Jordan,"The Wheel of Time Companion: The People, Places, and History of the Bestselling Series",1909
Oxford University Press,2009/1/13,Craig L. Symonds,The Battle of Midway,1910
CreateSpace Publishing,7/27/13,Suzanne Humphries MD,"Dissolving Illusions: Disease, Vaccines, and The Forgotten History",1911
St. Martin's Press,2002/6/18,Changiz Lahidji,Full Battle Rattle: My Story as the Longest-Serving Special Forces A-Team Soldier in American History,1912
Potter/Ten Speed/Harmony,2011/1/11,Brad Thomas Parsons,"Bitters: A Spirited History of a Classic Cure-All, with Cocktails, Recipes, and Formulas",1913
"Little, Brown and Company",2010/6/15,James Andrew Miller,"Live From New York: The Complete, Uncensored History of Saturday Night Live as Told by Its Stars, Writers, and Guests",1914
Templeton Press,2010/9/17,Rodney Stark,Bearing False Witness: Debunking Centuries of Anti-Catholic History,1915
"Rowman & Littlefield Publishers, Inc.",9/24/09,William Stevenson,A Man Called Intrepid: The Incredible WWII Narrative of the Hero Whose Spy Network and Secret Diplomacy Changed the Course of History,1916
Knopf Doubleday Publishing Group,2011/10/15,Sven Beckert,Empire of Cotton: A Global History,1917
PublicAffairs,2002/6/18,Yasha Levine,Surveillance Valley: The Secret Military History of the Internet,1918
Rizzoli,10/30/12,Alberto Oliva,In Vogue: An Illustrated History of the World's Most Famous Fashion Magazine,1919
Random House Publishing Group,2001/9/7,Mark Kurlansky,The Big Oyster: History on the Half Shell,1920
"BenBella Books, Inc.",9/19/17,Budd Friedman,The Improv: An Oral History of the Comedy Club that Revolutionized Stand-Up,1921
HarperCollins Publishers,6/17/08,Joseph Telushkin,"Jewish Literacy Revised Ed: The Most Important Things to Know About the Jewish Religion, Its People, and Its History",1922
Capstone Press,2008/1/13,Matt Doeden,The Oregon Trail: An Interactive History Adventure,1923
Brandeis University Press,2009/5/17,Gabrielle Rossmer Gropman,The German-Jewish Cookbook: Recipes and History of a Cuisine,1924
Penguin Publishing Group,11/25/14,Larry Schweikart,A Patriot's History of the United States: From Columbus's Great Discovery to America's Age of Entitlement,1925
Random House Publishing Group,2009/1/15,Alan Smale,Clash of Eagles (Clash of Eagles Trilogy #1),1926
Windham Press,2/13/18,GED Book 2018 All Subjects Prep Team,GED Preparation 2018 All Subjects: Exam Preparation Book & Practice Test Questions for the GED Test,1927
Potter/TenSpeed/Harmony,2/23/16,Chrissy Teigen,Cravings: Recipes for All the Food You Want to Eat,1928
"Scholastic, Inc.",2010/3/17,J. K. Rowling,Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter Series #3),1929
Random House Publishing Group,11/28/95,Tom Robbins,Skinny Legs and All,1930
Penguin Publishing Group,11/27/12,Penelope Lively,How It All Began: A Novel,1931
Pocket Books,3/27/18,Mary Higgins Clark,"All By Myself, Alone: A Novel",1932
"Little, Brown and Company",1/22/18,James Patterson,"All-American Murder: The Rise and Fall of Aaron Hernandez, the Superstar Whose Life Ended on Murderer's Row",1933
Lifestyle,2011/6/12,Jacques Pépin,Essential Pepin Desserts: 160 All-Time Favorites from My Life in Food,1934
"Nelson, Thomas, Inc.",2003/6/18,Kathie Lee Gifford,"The Rock, the Road, and the Rabbi: My Journey into the Heart of Scriptural Faith and the Land Where It All Began",1935
"Scholastic, Inc.",7/25/06,J. K. Rowling,Harry Potter and the Half-Blood Prince (Harry Potter Series #6),1936
"Scholastic, Inc.",2009/11/1,J. K. Rowling,Harry Potter and the Prisoner of Azkaban (Harry Potter Series #3),1937
Random House Children's Books,1/28/65,Dr. Seuss,Fox in Socks,1938
Baker Publishing Group,2010/1/11,Bill Johnson,The Essential Guide to Healing: Equipping All Christians to Pray for the Sick,1939
Scribner,2004/4/17,Anthony Doerr,All the Light We Cannot See,1940
Howard Books,2003/6/18,Roma Downey,Box of Butterflies: Discovering the Unexpected Blessings All Around Us,1941
"Barbour Publishing, Incorporated",2/28/08,Paul Kent,Know Your Bible: All 66 Books Explained and Applied,1942
Random House Children's Books,3/28/61,P. D. Eastman,"Go, Dog. Go!",1943
Penguin Young Readers Group,2010/10/17,John Green,Turtles All the Way Down,1944
Random House Children's Books,8/28/60,Dr. Seuss,Green Eggs and Ham,1945
Random House Children's Books,3/28/60,Dr. Seuss,"One Fish, Two Fish, Red Fish, Blue Fish",1946
Knowledge in a Nutshell Inc.,2005/1/16,Charles Reichblum,The All-Time Book of Fascinating Facts,1947
"Scholastic, Inc.",2009/1/2,Dav Pilkey,The All New Captain Underpants Extra-Crunchy Book O' Fun 2,1948
Barnes & Noble,3/27/15,Lewis Carroll,Alice's Adventures in Wonderland and Through the Looking-Glass (Barnes & Noble Collectible Editions),1949
Harlequin,1/30/18,Diana Palmer,All That Glitters,1950
Random House Publishing Group,2003/6/18,Elizabeth J. Church,All the Beautiful Girls: A Novel,1951
"Scholastic, Inc.",2007/7/9,J. K. Rowling,"Harry Potter Paperback Boxed Set, Books 1-7",1952
Grand Central Publishing,6/18/17,Jodi Ellen Malpas,All I Am: Drew's Story (A This Man Novella),1953
Square Fish,2005/1/7,Madeleine L'Engle,Many Waters (Time Quintet Series #4),1954
MIRA Books,12/18/17,Steve Berry,The Devils' Due,1955
Orbit,4/28/15,M. R. Carey,The Girl With All the Gifts,1956
HarperCollins Publishers,8/1/00,C. S. Lewis,The Chronicles of Narnia Boxed Set (Collector's Edition),1957
Simon & Schuster Books For Young Readers,1/26/16,Jenny Han,To All the Boys I've Loved Before,1958
"Scholastic, Inc.",8/28/00,J. K. Rowling,Harry Potter and the Chamber of Secrets (Harry Potter Series #2),1959
Katie McCoy Books,11/28/17,Katie McCoy,Heartthrob,1960
Square Fish,2005/1/7,Madeleine L'Engle,A Swiftly Tilting Planet (Time Quintet Series #3),1961
Lulu.com,2/24/18,Helen Hardt,Steel Brothers: All Nine,1962
Random House Publishing Group,2005/4/4,Robert Fulghum,All I Really Need to Know I Learned in Kindergarten,1963
"Scholastic, Inc.",9/8/99,J. K. Rowling,Harry Potter and the Sorcerer's Stone (Harry Potter Series #1),1964
Penguin Young Readers Group,2009/5/17,Victoria Jamieson,All's Faire in Middle School,1965
Random House Publishing Group,1/23/18,Danielle Steel,Against All Odds,1966
Random House Children's Books,8/28/60,Dr. Seuss,Dr. Seuss's ABC,1967
Random House Children's Books,9/28/74,Dr. Seuss,Wacky Wednesday,1968
Time Inc. Books,2006/10/14,The Editors of Sports Illustrated Kids,Big Book of WHO All-Stars,1969
Random House Children's Books,3/28/61,Dr. Seuss,Ten Apples Up on Top!,1970
Random House Children's Books,8/28/60,Robert Lopshire,Put Me in the Zoo,1971
Random House Children's Books,2/28/63,Dr. Seuss,Hop on Pop,1972
Penguin Publishing Group,5/26/15,Deborah Harkness,The Book of Life (All Souls Trilogy #3),1973
Random House Children's Books,9/22/09,Dr. Seuss,Dr. Seuss's Beginner Book Collection,1974
Research & Education Association,2001/5/15,Gregory Feldmeth,AP® U.S. History All Access Book + Online + Mobile,1975
Random House Children's Books,9/27/11,Dr. Seuss,Dr. Seuss's Second Beginner Book Collection,1976
Random House Children's Books,6/28/60,P. D. Eastman,Are You My Mother?,1977
Grand Central Publishing,1/30/18,Carolyn Brown,Luckiest Cowboy of All: Two full books for the price of one,1978
Rita Hestand,7/31/18,Rita Hestand,All My Yesterdays-Book Three of Cowboy Lovin' Series,1979
HarperCollins Publishers,7/22/14,Michael Bond,Paddington Bear All Day Board Book,1980
Traudl Wöhlke,2005/6/16,Pfiffikus,"The Moon, the Sun and All the Constellations- Beginner's Astronomy Lessons for Kids - Children's Astronomy & Space Books",1981
Season Publishing,8/26/11,Beverley Kendall,"All's Fair in Love & Seduction (The Elusive Lords, Book 2.5)",1982
Red Iris Books,9/15/13,SM Reine,"Seasons of the Moon Series, Books 1-4: Six Moon Summer, All Hallows' Moon, Long Night Moon, and Gray Moon Rising",1983
Time Inc. Books,2011/7/17,The Editors of Sports Illustrated Kids,All-Star Activity Book (A Sports Illustrated Kids Book),1984
Robert Reed Publishers,2001/1/10,Lesley Tierra,A Kid's Herb Book for Children of All Ages,1985
Wiley,2008/11/14,Hal Leonard Corporation,"Guitar All-In-One For Dummies, Book + Online Video & Audio Instruction",1986
CreateSpace Publishing,2008/12/17,Anthony Curcio,"NFL All Stars 2018: The Ultimate Football Coloring, Stats and Activity Book for Adults and Kids!",1987
Random House Children's Books,8/28/65,Dr. Seuss,I Wish That I Had Duck Feet,1988
Random House Children's Books,2/28/62,Joan Heilbroner,Robert the Rose Horse,1989
Random House Children's Books,7/28/15,Dr. Seuss,The Big Orange Book of Beginner Books,1990
Potter/TenSpeed/Harmony,1/28/98,Philipp Keel,"All About Me: The Story of Your Life, a Unique Question & Answer Book",1991
Random House Children's Books,2001/6/15,Dr. Seuss,El gato ensombrerado (The Cat in the Hat Spanish Edition),1992
Random House Children's Books,8/28/75,Dr. Seuss,"Oh, the Thinks You Can Think!",1993
Adams Media,12/18/10,Connie Diekman,The Everything Mediterranean Diet Book: All you need to lose weight and stay healthy!,1994
Random House Children's Books,9/28/58,P. D. Eastman,Sam and the Firefly,1995
Running Press Book Publishers,9/28/81,Margery Williams,"Velveteen Rabbit Deluxe Cloth Edition Or, How Toys Become Real",1996
Penguin Young Readers Group,2006/6/17,Sarah Dessen,Once and for All,1997
Time Inc. Books,5/31/16,Ball Home Canning Test Kitchen,"The All New Ball Book Of Canning And Preserving: Over 350 of the Best Canned, Jammed, Pickled, and Preserved Recipes",1998
Potter/TenSpeed/Harmony,1/11/00,Philipp Keel,"All About Us: For the Two of You, a Question Book for Couples",1999
Random House Children's Books,9/28/58,Mike McClintock,A Fly Went By,2000
Penguin Publishing Group,2005/8/18,Deborah Harkness,"The World of All Souls: The Complete Guide to A Discovery of Witches, Shadow of Night, and The Book of Life",2001
Random House Children's Books,10/28/78,Dr. Seuss,I Can Read with My Eyes Shut!,2002
Random House Children's Books,9/28/83,Marilyn Sadler,It's Not Easy Being a Bunny,2003
HarperCollins Publishers,3/28/99,Margery Williams,"The Velveteen Rabbit: Or, How Toys Become Real",2004
Time Inc. Books,2008/8/17,Gary Gramling,The Football Fanbook: Everything You Need to Become a Gridiron Know-it-All (A Sports Illustrated Kids Book),2005
Random House Children's Books,8/28/61,Helen Palmer,A Fish Out of Water,2006
Random House Children's Books,9/28/75,Rosetta Stone,Because a Little Bug Went Ka-Choo!,2007
Random House Children's Books,10/28/87,Dr. Seuss,I Am Not Going to Get Up Today!,2008
CreateSpace Publishing,2009/4/15,Test Master Press Florida,FLORIDA TEST PREP Mathematics Quiz Book FSA Mathematics Grade 3: Covers all the Skills of the Mathematics Florida Standards (MAFS),2009
"Phoenix International, Inc.",7/15/16,Editors of Phoenix International,Disney Me Reader Electronic Reader and 8-Book Library: Reads all 8 Books aloud!,2010
Random House Children's Books,8/28/64,P. D. Eastman,The Cat in the Hat Beginner Book Dictionary,2011
Penguin Young Readers Group,3/24/03,Craig Dorfman,I Knew You Could!: A Book for All the Stops in Your Life,2012
Alfred Music,8/1/94,Willard A. Palmer,"Alfred's Basic Adult All-in-One Piano Course, Bk 1: Book & CD / Edition 1",2013
"Fox Chapel Publishing Company, Incorporated",9/30/06,Lora S. Irish,"Great Book of Woodburning: Pyrography Techniques, Patterns and Projects for all Skill Levels",2014
Penguin Publishing Group,2011/3/15,Ellery Adams,Writing All Wrongs (Books by the Bay Series #7),2015
"Peter Pauper Press, Incorporated",3/28/06,Peter Pauper Press Editors,Solar System Scratch & Sketch: An Art Activity Book for Inquisitive Artists and Astronauts of All Ages,2016
CreateSpace Publishing,5/21/17,Toddler Coloring Book,"Fabulous Coloring Book for Toddler Girls: Preschool Activity Book for Kids Ages 2-4, with Coloring Pages of Toys, Baby Animals, Cupcakes, and All Little Girl's Favorite Things!",2017
CreateSpace Publishing,2012/9/16,Anthony Curcio,"NHL All Stars 2017: Hockey Coloring and Activity Book for Adults and Kids: feat. Crosby, Ovechkin, Toews, Price, Stamkos, Tavares, Subban and 30 more!",2018
Adams Media,2008/3/16,Greg Jacobs,"The Everything Kids' Football Book: All-time Greats, Legendary Teams, and Today's Favorite Players--with Tips on Playing Like a Pro",2019
CreateSpace Publishing,9/26/16,Anthony Curcio,Stephen Curry and the NBA All Stars: Basketball Coloring Book for Kids,2020
Faber Piano Adventures®,2001/1/2,Nancy Faber,Adult Piano Adventures All-in-One Piano Course Book 1: Book with Media Online,2021
Random House Children's Books,1/28/97,Marilyn Sadler,Honey Bunny Funnybunny,2022
ABRAMS,8/23/16,Jo Witek,All My Treasures: A Book of Joy,2023
Random House Children's Books,10/28/79,Dr. Seuss,Oh Say Can You Say?,2024
Stenhouse Publishers,4/28/09,Gail Boushey,The CAFE Book: Engaging All Students in Daily Literacy Assessment and Instruction,2025
CreateSpace Publishing,2006/5/15,Dave Jackson,"Stephen Curry: The Best. Easy to read children sports book with great graphic. All you need to know about Stephen Curry, one of the best basketball legends in history. (Sports book for Kids)",2026
CreateSpace Publishing,11/18/16,Emma Katie,"Baking: 1001 Best Baking Recipes of All Time (Baking Cookbooks, Baking Recipes, Baking Books, Baking Bible, Baking Basics, Desserts, Bread, Cakes, Chocolate, Cookies, Muffin, Pastry and More)",2027
Callisto Media,2008/8/17,Kelly Cable,"The Natural Soap Making Book for Beginners: Do-It-Yourself Soaps Using All-Natural Herbs, Spices, and Essential Oils",2028
Simon Spotlight,2011/8/16,Coco Simon,Cupcake Diaries 3 Books in 1! #3: Emma All Stirred Up!; Alexis Cool as a Cupcake; Katie and the Cupcake War,2029
Voyageur Press,2001/1/17,Brew Your Own editors,The Brew Your Own Big Book of Homebrewing: All-Grain and Extract Brewing * Kegging * 50+ Craft Beer Recipes * Tips and Tricks from the Pros,2030
Grand Central Publishing,2009/6/16,Alan Sepinwall,TV (The Book): Two Experts Pick the Greatest American Shows of All Time,2031
Adams Media,9/17/08,Norman Hall,Norman Hall's Postal Exam Preparation Book: Everything You Need to Know... All Major Exams Thoroughly Covered in One Book,2032
Little Simon,10/21/14,Callie Barkley,The Critter Club Collection: A Purrfect Four-Book Boxed Set: Amy and the Missing Puppy; All About Ellie; Liz Learns a Lesson; Marion Takes a Break,2033
CreateSpace Publishing,11/20/16,Anthony Curcio,"NFL All Stars 2017: Coloring and Activity Book for Adults and Kids: feat. Ezekiel Elliott, Tom Brady, Julio Jones, Aaron Rodgers, Russell Wilson and Many More!",2034
Random House Children's Books,1/28/00,P. D. Eastman,Flap Your Wings,2035
CreateSpace Publishing,2002/7/16,The Quilted Garden Shoppe,Easter Morning Kids Coloring Book Doodle Sketch Pad Color Draw Sketch: Kids Coloring Books Best Sellers in all Departments; Kids Coloring Books for Boys in al; Kids Coloring Books for girls in al; Kids Coloring Books in Toys &; Kids Coloring Set in al; Co,2036
CreateSpace Publishing,2005/5/17,M Byrne,"Pokemon Go Childrens Coloring Book Vol 1: In this A4 size Volume 1 of 2 Coloring Book, we have captured 75 catchable creatures from Pokemon Go for you to color. Volume 2 has captured the remainder so you can enjoy coloring all of the catchable creatures",2037
Skyhorse Publishing,3/20/18,@ManWhoHasItAll,The Man Who Has It All: A Patronizing Parody of Self-Help Books for Women,2038
New Growth Press,2010/1/15,Justin S. Holcomb,God Made All of Me: A Book to Help Children Protect Their Bodies,2039
"Peter Pauper Press, Incorporated",7/28/05,Heather Zschock,Under the Sea Scratch and Sketch: An Art Activity Book for Imaginative Artists of All Ages,2040
CreateSpace Publishing,10/14/17,Razorsharp Productions,Spot the Differences: Fantastic Spot the Difference Book for Adults. Can You Find All the Differences? 47 Picture Puzzles for Adults.,2041
Adams Media,9/30/14,Michael O'Neill,The Best Bar Trivia Book Ever: All You Need for Pub Quiz Domination,2042
DK,12/20/10,DK Publishing,Tabbed Board Books: My First Colors: Let's Learn Them All!,2043
"Peter Pauper Press, Incorporated",1/28/10,Peter Pauper Press,Furry Friends: An Art Activity Book for Animal Lovers and Artists of All Ages [With Wooden Stylus for Drawing],2044
Andrews McMeel Publishing,2004/1/4,Brian Crane,Still Pickled After All These Years: A Pickles Book,2045
CreateSpace Publishing,2004/4/17,Easter Adult Coloring book,"Happy Easter Adult Coloring book: Rabbit and Egg Designs for Adults ,Teens, Kids, toddlers Children of All Ages",2046
Sterling,11/17/15,Nick Kilby,The Tea Book: All Things Tea,2047
Random House Children's Books,5/28/89,Jim O'Connor,Jackie Robinson and the Story of All-Black Baseball (Step into Reading Book Series: A Step 5 Book),2048
Creative Publishing int'l,2005/1/17,Margaret Hubert,"The Granny Square Book, Second Edition: Timeless Techniques and Fresh Ideas for Crocheting Square by Square--Now with 100 Motifs and 25 All New Projects!",2049
CreateSpace Publishing,2008/5/17,Mario Roblox Coloring Book,"Mario & RoBLOX Great Fun Coloring Book: Super Nintendo Mario & Roblox Coloring Book for Kids: A great coloring book on the Super Mario & Roblox characters. Great starter book for children of all ages - 48 Illustrations: for boys and girls, color your fav",2050
Random House Children's Books,9/28/64,Stan Berenstain,The Bike Lesson (Berenstain Bears Series),2051
"Fox Chapel Publishing Company, Incorporated",2012/6/16,Editors of Scroll Saw Woodworking & Crafts,Big Book of Gizmos & Gadgets: Expert Advice and 15 All-Time Favorite Projects and Patterns,2052
Random House Children's Books,8/28/76,Dr. Seuss,The Cat's Quizzer: Are You Smarter than the Cat in the Hat?,2053
HarperCollins Publishers,2001/10/17,Maurice Sendak,Alligators All Around: An Alphabet (Board Book),2054
Random House Children's Books,5/24/05,Dr. Seuss,The Cat in the Hat: Book & CD,2055
Goldest Karat Publishing,2011/11/13,Crystal Swain-Bates,Color My Fro: A Natural Hair Coloring Book for Big Hair Lovers of All Ages,2056
Faber Piano Adventures®,2001/1/3,Nancy Faber,Adult Piano Adventures All-in-One Lesson Book 2: Book/Online Audio,2057
St. Martin's Press,5/29/18,Retta,"So Close to Being the Sh*t, Y'all Don't Even Know (Signed Book)",2058
Random House Children's Books,5/24/05,Dr. Seuss,"One Fish, Two Fish, Red Fish, Blue Fish: Book and CD",2059
North Atlantic Books,5/26/09,Ruby Roth,"That's Why We Don't Eat Animals: A Book About Vegans, Vegetarians, and All Living Things",2060
Lifeway Church Resources,11/28/16,Kelly Minter,All Things New - Bible Study Book: A Study on 2 Corinthians,2061
Random House Children's Books,2001/12/16,P. D. Eastman,¿Eres mi mamá? (Are You My Mother?),2062
Little Simon,9/20/05,David A. Carter,One Red Dot: A Pop-Up Book for Children of All Ages,2063
Cleis Press,12/28/04,Felice Newman,The Whole Lesbian Sex Book: A Passionate Guide for All of Us / Edition 2,2064
CreateSpace Publishing,2005/5/17,M Byrne,"Pokemon Go Childrens Coloring Book Vol 2: In this A4 size Volume 2 of 2 Coloring Book, we have captured 76 catchable creatures from Pokemon Go for you to color. Volume 1 has captured the remainder so you can enjoy coloring all of the catchable creatures",2065
Random House Publishing Group,12/27/11,Corinne T. Netzer,"The Complete Book of Food Counts, 9th Edition: The Book That Counts It All",2066
