Publisher,Time,Author,Title
Fall River Press,12/23/16,Dorothy Calimeris,The Anti-Inflammatory Diet and Action Plans: 4-Week Meal Plans to Heal the Immune System and Restore Overall Health
Lippincott Williams & Wilkins,10/15/13,Sheila Grossman,Study Guide to accompany Porth's Pathophysiology: Concepts of Altered Health States / Edition 9
"Hay House, Inc.",10/6/15,Louise L. Hay,Loving Yourself to Great Health: Thoughts and Food--The Ultimate Diet
Wiley,4/29/13,Bart Astor,"AARP Roadmap for the Rest of Your Life: Smart Choices About Money, Health, Work, Lifestyle ... and Pursuing Your Dreams"
Watkins Media,10/5/10,Natalie Savona,The Big Book of Juices: More Than 400 Natural Blends for Health and Vitality Every Day
American Health Information Management Association,1/1/17,Margret K. Amatayakul,Health IT and EHRs: Principles and Practice / Edition 6
"Oxford University Press, USA",10/3/07,Kurt Snyder,"Me, Myself, and Them: A Firsthand Account of One Young Person's Experience with Schizophrenia"
CreateSpace Publishing,4/29/16,Jon Stika,A Soil Owner's Manual: How to Restore and Maintain Soil Health
"Holt, Henry & Company, Inc.",11/28/96,Donna Farhi,The Breathing Book: Vitality & Good Health Through Essential Breath Work
Time Inc. Books,8/8/17,Brent A. Bauer,Mayo Clinic: The Integrative Guide to Good Health: Home Remedies Meet Alternative Therapies to Transform Well-Being
"Rodale Press, Inc.",12/26/17,Tracy Anderson,"Total Teen: Tracy Anderson's Guide to Health, Happiness, and Ruling Your World"
"Arsenal Pulp Press, Limited",10/13/15,Luz Calvo,Decolonize Your Diet: Plant-Based Mexican-American Recipes for Health and Healing
Yale University Press,9/30/14,Robert O. Chase,"An Introduction to Spanish for Health Care Workers: Communication and Culture, Fourth Edition / Edition 4"
Wiley,12/21/10,Leiyu Shi,Vulnerable Populations in the United States / Edition 2
Page Street Publishing,3/29/16,Jan Berry,"101 Easy Homemade Products for Your Skin, Health & Home: A Nerdy Farm Wife's All-Natural DIY Projects Using Commonly Found Herbs, Flowers & Other Plants"
Turner Publishing Company,8/12/14,Lani Simpson,"Dr. Lani's No-Nonsense Bone Health Guide: The Truth About Density Testing, Osteoporosis Drugs, and Building Bone Quality at Any Age"
Time Inc. Books,5/19/15,Mayo Clinic,"Mayo Clinic A to Z Health Guide: Everything You Need to Know About Signs, Symptoms, Diagnosis, Treatment and Prevention"
"Hay House, Inc.",1/1/09,Doreen Virtue,"Signs from Above: Your Angels' Messages about Your Life Purpose, Relationships, Health, and More"
Mihails Konoplovs,2/23/15,Brittany Samons,"Plant Based Diet For Beginners: The Ultimate Weight Loss, Healthy Eating and Optimal Health Guide"
Fair Winds Press,12/12/17,Dana Carpender,"500 Ketogenic Recipes: Hundreds of Easy and Delicious Recipes for Losing Weight, Improving Your Health, and Staying in the Ketogenic Zone"
University of California Press,6/2/10,Lawrence O. Gostin,Public Health Law and Ethics: A Reader / Edition 2
Potter/TenSpeed/Harmony,12/16/14,Martha Stewart Living Magazine Editors,"Clean Slate: A Cookbook and Guide: Reset Your Health, Detox Your Body, and Feel Your Best"
"Norton, W. W. & Company, Inc.",3/7/17,Carolyn Costin,8 Keys to Recovery from an Eating Disorder Workbook
Callisto Media,11/22/16,Jennifer Koslo RND,"The Alkaline Diet for Beginners: Understand pH, Eat Well, and Reclaim Your Health"
SAGE Publications,6/24/14,Gerald B. Sklare,Brief Counseling That Works: A Solution-Focused Therapy Approach for School Counselors and Other Mental Health Professionals / Edition 3
Beacon Press,1/9/18,Enrico Gnaulati,"Saving Talk Therapy: How Health Insurers, Big Pharma, and Slanted Science are Ruining Good Mental Health Care"
Penguin Publishing Group,8/21/08,Donna Eden,Energy Medicine for Women: Aligning Your Body's Energies to Boost Your Health and Vitality
Beacon Press,2/27/18,Michele Lent Hirsch,"Invisible: How Young Women with Serious Health Issues Navigate Work, Relationships, and the Pressure to Seem Just Fine"
Prometheus Books,4/11/17,DJ Jaffe,Insane Consequences: How the Mental Health Industry Fails the Mentally Ill
Jones & Bartlett Learning,7/30/09,Michele Sare,Strategic Planning For Nurses: Change Management In Health Care
Human Kinetics Publishers,11/14/07,Mike Bates,Health Fitness Management - 2nd Edition: A Comprehensive Resource for Managing and Operating Programs and Facilities / Edition 2
Harvard,6/1/11,Dade W. Moeller,Environmental Health: Fourth Edition / Edition 4
FoodnSport Press,11/28/06,Douglas N. Graham,"80/10/10 Diet: Balancing Your Health, Your Weight, and Your Life One Luscious Bite at a Time"
Da Capo Press,7/12/16,Mark Reinfeld,Healing the Vegan Way: Plant-Based Eating for Optimal Health and Wellness
Springer Publishing Company,10/28/13,Laura N. Gitlin,"Successful Grant Writing, 4th Edition: Strategies for Health and Human Service Professionals (Revised) / Edition 4"
Pearson,1/7/15,Rebecca J. Donatelle,My Health: The MasteringHealth Edition / Edition 2
Pearson,1/7/15,Mertie L. Potter,Psychiatric-Mental Health Nursing: From Suffering to Hope / Edition 1
Random House Publishing Group,7/31/07,Timothy McCall,Yoga as Medicine: The Yogic Prescription for Health and Healing
Watkins Media,1/17/17,Swami Saradananda,"Power of Breath: The Art of Breathing Well for Harmony, Happiness and Health"
Grand Central Publishing,1/31/17,Sally Fallon Morell,Nourishing Fats: Why We Need Animal Fats for Health and Happiness
"BenBella Books, Inc.",3/6/18,Amy Galper,"Plant-Powered Beauty: The Essential Guide to Using Natural Ingredients for Health, Wellness, and Personal Skincare (with 50-plus Recipes)"
"Norton, W. W. & Company, Inc.",1/11/16,Leslie Korn,Nutrition Essentials for Mental Health: A Complete Guide to the Food-Mood Connection
Victory Belt Publishing,4/15/14,Ben Greenfield,"Beyond Training: Mastering Endurance, Health & Life"
CreateSpace Publishing,9/15/15,Ryan Briggs,"Yoga for Men: A Beginners Guide to Core Strength, Flexibility and Better Health"
Springer Publishing Company,3/28/16,David Haber,"Health Promotion and Aging, Seventh Edition: Practical Applications for Health Professionals / Edition 7"
Chelsea Green Publishing,9/2/16,Domini Kemp,The Ketogenic Kitchen: Low carb. High fat. Extraordinary health.
Penguin Publishing Group,5/15/14,Jonathan Bush,Where Does It Hurt?: An Entrepreneur's Guide to Fixing Health Care
HarperCollins Publishers,3/15/16,Daphne Miller,Farmacology: Total Health from the Ground Up
CreateSpace Publishing,4/10/17,S.J. Scott,"Habit Stacking: 127 Small Changes to Improve Your Health, Wealth, and Happiness (Most are Five Minutes or Less)"
Storey Books,2/6/18,Jerry Belanger,"Storey's Guide to Raising Dairy Goats, 5th Edition: Breed Selection, Feeding, Fencing, Health Care, Dairying, Marketing"
Oxford University Press,8/6/12,Nicole D. Anderson,Living with Mild Cognitive Impairment: A Guide to Maximizing Brain Health and Reducing Risk of Dementia
"Rose, Robert Incorporated",2/21/17,Andrew Cook,The Endometriosis Health and Diet Program: Get Your Life Back
"Rodale Press, Inc.",11/5/05,Richard P. Brown,The Rhodiola Revolution: Transform Your Health with the Herbal Breakthrough of the 21st Century
Kensington,5/28/01,Harvey Diamond,"Fit for Life, A New Beginning: The Ultimate Diet and Health Plan"
Pearson,2/15/16,James F. McKenzie,"Planning, Implementing, & Evaluating Health Promotion Programs: A Primer / Edition 7"
HarperCollins Publishers,3/7/17,Adina Grigore,"Just the Essentials: How Essential Oils Can Heal Your Skin, Improve Your Health, and Detox Your Life"
"BenBella Books, Inc.",1/9/18,Debbie Matenopoulos,It's All Greek to Me: Transform Your Health the Mediterranean Way with My Family's Century-Old Recipes
Grand Central Publishing,7/2/10,Shelley Redford Young,"The pH Miracle: Balance Your Diet, Reclaim Your Health"
Ulysses Press,6/9/15,Michelle Lai,"The Liver Healing Diet: The MD's Nutritional Plan to Eliminate Toxins, Reverse Fatty Liver Disease and Promote Good Health"
Charisma Media,12/11/06,Don Colbert,Seven Pillars of Health: The Natural Way to Better Health for Life
Random House Publishing Group,8/28/07,Andrew Weil,"Eight Weeks to Optimum Health: A Proven Program for Taking Full Advantage of Your Body's Natural Healing Power (New Edition, Updated and Expanded)"
PublicAffairs,5/2/17,Robert Pearl,Mistreated: Why We Think We're Getting Good Health Care--and Why We're Usually Wrong
McGraw-Hill Higher Education,2/6/15,Beth Pateman,Health Education: Elementary and Middle School Applications / Edition 8
"Guilford Publications, Inc.",12/5/16,James Morrison,"Diagnosis Made Easier, Second Edition: Principles and Techniques for Mental Health Clinicians / Edition 2"
Springer Publishing Company,9/27/13,Anne Boykin,Health Care System Transformation for Nursing and Health Care Leaders: Implementing a Culture of Caring
Penguin Publishing Group,5/28/00,Elena Avila,Woman Who Glows in the Dark: A Curandera Reveals Traditional Aztec Secrets of Physical and Spiritual Health
Callisto Media,3/1/13,John Chatham,Mediterranean Diet: Unlock the Mediterranean Secrets to Health and Weight Loss with Easy and Delicious Recipes
CreateSpace Publishing,6/15/17,Andrea Silver,The Kidney Health and Renal Diet Cookbook for Beginners: 50 Hand Picked Meals for Patients With Kidney Disease
"Guilford Publications, Inc.",7/15/16,James W. Pennebaker,"Opening Up by Writing It Down, Third Edition: How Expressive Writing Improves Health and Eases Emotional Pain"
Greenleaf Book Group Press,1/14/14,Roger Landry,"Live Long, Die Short: A Guide to Authentic Health and Successful Aging"
"Hay House, Inc.",1/5/16,Louise L. Hay,"The Bone Broth Secret: A Culinary Adventure in Health, Beauty, and Longevity"
Inner Traditions/Bear & Company,6/27/17,Jonathan Goldman,The Humming Effect: Sound Healing for Health and Happiness
Wiley,1/7/14,William N. Zelman,"Financial Management of Health Care Organizations: An Introduction to Fundamental Tools, Concepts and Applications / Edition 4"
"Peter Pauper Press, Incorporated",11/30/15,Peter Pauper Press,"Can't Remember Sh*t : Reminder Book, Keep Track of Birthdays, Passwords, Health, Home Maintenance Travel Details, and So Much More! No More Forgetting"
"Timber Press, Incorporated",5/17/17,Scott Kloos,"Pacific Northwest Medicinal Plants: Identify, Harvest, and Use 120 Wild Herbs for Health and Wellness"
Human Kinetics Publishers,3/14/16,Retta Evans,Health and Physical Education for Elementary Classroom Teacher With Web Resource: An Integrated Approach
Potter/TenSpeed/Harmony,4/17/18,Sam Kass,"Eat a Little Better: Great Flavor, Good Health, Better World"
Potter/TenSpeed/Harmony,12/29/15,Sue Quinn,"Super Foods Every Day: Recipes Using Kale, Blueberries, Chia Seeds, Cacao, and Other Ingredients that Promote Whole-Body Health"
Callisto Media,12/11/13,Shasta Press,Low Cholesterol Cookbook & Health Plan: Meal Plans and Low-Fat Recipes to Improve Heart Health
Artisan,12/13/16,Frank Lipman,The New Health Rules: Simple Changes to Achieve Whole-Body Wellness
Oxford University Press,1/5/10,Leslie Martin,Health Behavior Change and Treatment Adherence: Evidence-based Guidelines for Improving Healthcare
Elsevier Health Sciences,10/15/12,Frances A. Maurer,Community/Public Health Nursing Practice: Health for Families and Populations / Edition 5
Jones & Bartlett Learning,11/3/09,Caroline Young,"Spirituality, Health, And Healing: An Integrative Approach / Edition 2"
Penguin Publishing Group,10/4/07,Jacob Teitelbaum,"From Fatigued to Fantastic: A Clinically Proven Program to Regain Vibrant Health and Overcome Chronic Fatigue and Fibromyalgia New, revised third edition"
"Outskirts Press, Inc.",1/24/18,John H Diepold Jr PhD,"Heart Assisted Therapy: Integrating Heart Energy to Facilitate Emotional Health, Healing, and Performance Enhancement: An Evolution in Psychotherapy"
Wiley,12/9/13,Gerald F. Kominski,Changing the U.S. Health Care System: Key Issues in Health Services Policy and Management / Edition 4
SAGE Publications,4/4/12,Christine Dancey,Statistics for the Health Sciences: A Non-Mathematical Introduction / Edition 1
"Rodale Press, Inc.",9/29/15,Wendy Bazilian,"Eat Clean, Stay Lean: 300 Real Foods and Recipes for Lifelong Health and Lasting Weight Loss"
"Hay House, Inc.",10/25/16,Liana Werner-Gray,"10-Minute Recipes: Fast Food, Clean Ingredients, Natural Health"
XAMOnline.com,10/15/13,Ruth Hickman,"Going Through Puberty: A Girl's Manual for Body, Mind, and Health"
Simon & Schuster,1/3/17,David B. Agus,The Lucky Years: How to Thrive in the Brave New World of Health
American Health Information Management Association,8/28/16,Nanette B. Sayles,Health Information Management Technology: An Applied Approach - With 2 Access
Springer Publishing Company,8/11/08,J. William Worden,"Grief Counseling and Grief Therapy, Fourth Edition: A Handbook for the Mental Health Practitioner / Edition 4"
Beta Nu Publishing,12/26/13,Arnold Ehret,Mucusless Diet Healing System: Scientific Method of Eating Your Way to Health
HarperCollins Publishers,3/20/18,Jeffrey Pfeffer,Dying for a Paycheck: How Modern Management Harms Employee Health and Company Performance--and What We Can Do About It
"Kingsley, Jessica Publishers",10/21/13,Edeltraud Rohnfeld,Chair Yoga: Seated Exercises for Health and Wellbeing
Pearson,3/8/12,Mary Ann Hogan,Pearson Reviews & Rationales: Mental Health Nursing with Nursing Reviews & Rationales / Edition 3
Basic Books,8/13/13,Eric Topol,The Creative Destruction of Medicine: How the Digital Revolution Will Create Better Health Care
Fall River Press,6/26/17,Lindsay Boyers,The Healthy Gut Cookbook: Boost Your Immune System and Restore Digestive Health
Trivium Test Prep,2/10/14,Trivium Test Prep,Chfm Exam Study Guide: Test Prep and Practice Questions for the Certified Health Facility Manager Exam
HarperCollins Publishers,12/30/14,Alejandro Junger,Clean Gut: The Breakthrough Plan for Eliminating the Root Cause of Disease and Revolutionizing Your Health
Kensington,5/28/03,Jordan Rubin,Restoring Your Digestive Health: How the Guts and Glory Program Can Transfom Your Life
"Rodale Press, Inc.",12/21/10,Joel Weber,"The Men's Health Big Book of Food & Nutrition: Your completely delicious guide to eating well, looking great, and staying lean for life!"
Victory Belt Publishing,9/6/16,Diane Sanfilippo,"Practical Paleo, Updated and Expanded: A Customized Approach to Health and a Whole-Foods Lifestyle"
CreateSpace Publishing,8/14/17,Henry Thompson,"Meal Prep: The Ultimate Beginners Guide to Meal Prepping for Weight loss, Toning and Muscle Gain (easy, clean, low, carb, beginners, health, meal prepping, simple, safely, diet, delicious, recipes)"
Potter/TenSpeed/Harmony,2/26/13,Rebecca Katz,"The Longevity Kitchen: Satisfying, Big-Flavor Recipes Featuring the Top 16 Age-Busting Power Foods [120 Recipes for Vitality and Optimal Health]"
Pearson,1/19/16,Joanne Sorte,"Nutrition, Health and Safety for Young Children: Promoting Wellness / Edition 3"
F. A. Davis Company,11/20/15,Patricia M. Dillon,Nursing Health Assessment: The Foundation of Clinical Practice / Edition 3
Cengage Learning,1/1/16,Rose Weitz,"The Sociology of Health, Illness, and Health Care: A Critical Approach / Edition 7"
McGraw-Hill Higher Education,3/16/12,Linda Meeks,Comprehensive School Health Education: Totally Awesome Strategies for Teaching Health / Edition 8
Da Capo Press,3/1/16,Shasta Nelson,Frientimacy: How to Deepen Friendships for Lifelong Health and Happiness
University of California Press,11/22/04,Paul Farmer,"Pathologies of Power: Health, Human Rights, and the New War on the Poor / Edition 1"
Random House Publishing Group,5/28/85,D.C. Jarvis,Folk Medicine: A New England Almanac of Natural Health Care from a Noted Vermont Country Doctor
Random House Publishing Group,3/4/14,Jane Fonda,"Being a Teen: Everything Teen Girls & Boys Should Know About Relationships, Sex, Love, Health, Identity & More"
Baker Publishing Group,3/1/00,S. I. M.D. McMillen,None of These Diseases: The Bible's Health Secrets for the 21st Century
Bird Street Books,10/21/14,Travis Stork,The Doctor's Diet Cookbook: Tasty Meals for a Lifetime of Vibrant Health and Weight Loss Maintenance
World Ideas Ltd,4/30/14,Harry Fields,"Alpaca Keeping: Raising Alpacas - Step by Step Guide Book... Farming, Care, Diet, Health and Breeding"
Fair Winds Press,3/1/12,Katherine Erlich,Super Nutrition for Babies: The Right Way to Feed Your Baby for Optimal Health
McGraw-Hill Higher Education,10/16/15,Eileen L Daniel,"Annual Editions: Health, 37/e / Edition 37"
HarperCollins Publishers,12/13/05,Barry Sears,The Anti-Inflammation Zone: Reversing the Silent Epidemic That's Destroying Our Health
Beacon,1/3/12,H. Gilbert Welch,Overdiagnosed: Making People Sick in the Pursuit of Health
Wiley,7/28/14,Steven Berger,"Fundamentals of Health Care Financial Management: A Practical Guide to Fiscal Issues and Activities, 4th Edition / Edition 4"
Wiley,11/17/08,Michael Winkelman,Culture and Health: Applying Medical Anthropology / Edition 1
AMACOM,7/12/16,Micaela Karlsen,"A Plant-Based Life: Your Complete Guide to Great Food, Radiant Health, Boundless Energy, and a Better Body"
Storey Books,6/13/17,Rosemary Gladstar,"Rosemary Gladstar's Herbal Healing for Men: Remedies and Recipes for Circulation Support, Heart Health, Vitality, Prostate Health, Anxiety Relief, Longevity, Virility, Energy & Endurance"
"Anness Publishing, Ltd.",12/5/17,Rosie Pilbeam,"The Complete Book of Dogs: Breeds, Training, Health Care: A Comprehensive Encyclopedia Of Dogs With A Fully Illustrated Guide To 230 Breeds And Over 1500 Photographs"
"Upper West Side Philosophers, Incorporated",3/14/14,Waltraud Riegger-Krause,Health Is in Your Hands: Jin Shin Jyutsu - Practicing the Art of Self-Healing (with 51 Flash Cards for the Hands-on Practice of Jin Shin Jyutsu)
Springer New York,9/1/11,Eric Vittinghoff,"Regression Methods in Biostatistics: Linear, Logistic, Survival, and Repeated Measures Models / Edition 2"
"Rodale Press, Inc.",9/19/17,Tommy Rosa,Health Revelations from Heaven: 8 Divine Teachings from a Near Death Experience
Cengage Learning,2/15/15,Mary Jo Bowie,Essentials of Health Information Management: Principles and Practices / Edition 3
Houghton Mifflin Harcourt,4/28/15,Kathy Patalsky,Healthy Happy Vegan Kitchen: Over 220 Inspiring Plant-Based Recipes to Transform Your Health
Page Street Publishing,1/17/17,Jessica Jones,"28-Day Plant-Powered Health Reboot: Reset Your Body, Lose Weight, Gain Energy & Feel Great"
University of California Press,5/14/13,Marion Nestle,Food Politics: How the Food Industry Influences Nutrition and Health
Johns Hopkins University Press,8/2/12,William G. Weissert,Governing Health: The Politics of Health Policy / Edition 4
Johns Hopkins University Press,5/28/17,Vicki A. Jackson,Living with Cancer: A Step-by-Step Guide for Coping Medically and Emotionally with a Serious Diagnosis
Victory Belt Publishing,11/4/14,Stacy Toth,"Real Life Paleo: 175 Gluten-Free Recipes, Meal Ideas, and an Easy 3-Phased Approach to Lose Weight & Gain Health"
Fair Winds Press,12/15/15,David Kirsch,"David Kirsch's Ultimate Family Wellness: The No Excuses Program for Diet, Exercise and Lifelong Health"
Atria Books,11/10/15,Nicole Pisani,Magic Soup: 100 Recipes for Health and Happiness
Turner Publishing Company,2/8/10,Jack Challem,"Inflammation Syndrome: Your Nutrition Plan for Great Health, Weight Loss, and Pain-Free Living"
"Peter Pauper Press, Incorporated",1/1/09,Claudine Gandolfi,Diet and Fitness Journal: Your Personal Guide to Optimum Health
Sterling Ethos,6/7/16,Adriana Ayales,"Healing Tonics: Next-Level Juices, Smoothies, and Elixirs for Health and Wellness"
Random House Publishing Group,6/20/17,Ridha Arem,The Thyroid Solution (Third Edition): A Revolutionary Mind-Body Program for Regaining Your Emotional and Physical Health
Hatherleigh Press,10/28/14,Dede Cummings,"Living with Crohn's & Colitis Cookbook: Nutritional Guidance, Meal Plans, and Over 100 Recipes for Improved Health and Wellness"
Delworth Publishing,4/13/11,Baxter D. Montgomery MD,"The Food Prescription for Better Health: A Cardiologists Proven Method to Reverse Heart Disease, Diabetes, Obesity, and Other Chronic Illnesses Natura"
The University of North Carolina Press,10/23/17,Muriel R. Gillick,Old and Sick in America: The Journey through the Health Care System
"Sounds True, Incorporated",8/1/16,Mario Martinez,"The MindBody Code: How to Change the Beliefs that Limit Your Health, Longevity, and Success"
Callisto Media,8/1/14,Rockridge Press,30-Day Candida Cleanse: The Complete Diet Program to Beat Candida and Restore Total Health
New Harbinger Publications,6/1/15,Christiane Wolf,A Clinician's Guide to Teaching Mindfulness: The Comprehensive Session-by-Session Program for Mental Health Professionals and Health Care Providers
CreateSpace Publishing,7/1/16,John Herron,"The Gut Health Protocol: A Nutritional Approach To Healing SIBO, Intestinal Candida, GERD, Gastritis, and other Gut Health Issues"
F. A. Davis Company,9/24/15,Diana M. Crowell,Complexity Leadership: Nursing's Role in Health Care Delivery / Edition 2
F. A. Davis Company,9/13/17,Elaine U. Polan,Journey Across the Life Span: Human Development and Health Promotion Revised Reprint / Edition 5
Inner Traditions/Bear & Company,6/30/11,Nora Gedgaudas,"Primal Body, Primal Mind: Beyond the Paleo Diet for Total Health and a Longer Life"
Simon & Schuster,11/3/09,Moosewood Collective,The Moosewood Restaurant Cooking for Health: More Than 200 New Vegetarian and Vegan Recipes for Delicious and Nutrient-Rich Dishes
HarperCollins Publishers,5/10/16,Alanna Collen,10% Human: How Your Body's Microbes Hold the Key to Health and Happiness
Down There Press,5/1/10,Jack Morin,"Anal Pleasure and Health: A Guide for Men, Women and Couples"
Taylor & Francis,4/28/07,Gary S. Moore,"Living with the Earth: Concepts in Environmental Health Science, Third Edition / Edition 3"
"Guilford Publications, Inc.",9/18/07,Gary B. Melton,"Psychological Evaluations for the Courts, Third Edition: A Handbook for Mental Health Professionals and Lawyers / Edition 3"
Storey Books,12/27/16,Sarah Farr,"Healing Herbal Teas: Learn to Blend 101 Specially Formulated Teas for Stress Management, Common Ailments, Seasonal Health, and Immune Support"
Trafalgar Square,2/1/12,Linda Tellington-Jones,"Getting in TTouch with Your Dog: A Gentle Approach to Influencing Behavior, Health, and Performance"
Hatherleigh Press,8/29/17,Nick Benas,Mental Health Emergencies: A Guide to Recognizing and Handling Mental Health Crises
Potter/TenSpeed/Harmony,12/3/13,Daniel G. Amen,"Unleash the Power of the Female Brain: Supercharging Yours for Better Health, Energy, Mood, Focus, and Sex"
Integrative Nutrition Inc.,4/13/18,Joshua Rosenthal,Integrative Nutrition: A Whole-Life Approach to Health and Happiness
Penguin Publishing Group,9/4/07,Matt Fitzgerald,"Brain Training For Runners: A Revolutionary New Training System to Improve Endurance, Speed, Health, and Results"
Adams Media,6/26/18,Britt Brandon,"Apple Cider Vinegar Drinks for Health: 100 Teas, Seltzers, Smoothies, and Drinks to Help You * Lose Weight * Improve Digestion * Increase Energy * Reduce Inflammation * Ease Colds * Relieve Stress * Look Radiant"
Yale University Press,7/28/09,Christine E. Cotton,"¡A Su Salud!: Spanish for Health Professionals, Classroom Edition: With Online Media"
Rutgers University Press,4/4/18,Carina Heckert,"Fault Lines of Care: Gender, HIV, and Global Health in Bolivia"
Baker Publishing Group,10/16/18,Dr. Caroline Leaf,"Switch On Your Brain Every Day: 365 Devotions for Peak Happiness, Thinking, and Health"
"Rodale Press, Inc.",5/1/18,Bobby Maximus,"Men's Health Maximus Body: The Physical And Mental Training Plan That Shreds Your Body, Builds Serious Strength, And Makes You Unstoppably Fit"
"Countryman Press, The",4/3/18,Suzy Scherr,"The Baking Soda Companion: Natural Recipes and Remedies for Health, Beauty, and Home"
Elsevier Health Sciences,5/29/18,Betty L. Gahart,Gahart's 2019 Intravenous Medications: A Handbook for Nurses and Health Professionals
Penguin Publishing Group,4/17/18,Qing Li,Forest Bathing: How Trees Can Help You Find Health and Happiness
CreateSpace Publishing,4/19/17,Florence Turner,Mediterranean Diet: The Complete Mediterranean Diet Cookbook For Beginners - Lose Weight and Improve Your Health With Mediterranean Recipes
Jones & Bartlett Learning,8/28/14,Glen G. Gilbert,Health Education: Creating Strategies For School & Community Health / Edition 4
Penguin Publishing Group,5/1/18,Lorenzo Cohen,Anticancer Living: Transform Your Life and Health with the Mix of Six
