Publisher,Time,Author,Title
CreateSpace Publishing,6/5/15,Dave Jackson,"Stephen Curry: The Best. Easy to read children sports book with great graphic. All you need to know about Stephen Curry, one of the best basketball legends in history. (Sports book for Kids)"
CreateSpace Publishing,11/18/16,Emma Katie,"Baking: 1001 Best Baking Recipes of All Time (Baking Cookbooks, Baking Recipes, Baking Books, Baking Bible, Baking Basics, Desserts, Bread, Cakes, Chocolate, Cookies, Muffin, Pastry and More)"
Callisto Media,8/8/17,Kelly Cable,"The Natural Soap Making Book for Beginners: Do-It-Yourself Soaps Using All-Natural Herbs, Spices, and Essential Oils"
Simon Spotlight,11/8/16,Coco Simon,Cupcake Diaries 3 Books in 1! #3: Emma All Stirred Up!; Alexis Cool as a Cupcake; Katie and the Cupcake War
Voyageur Press,1/1/17,Brew Your Own editors,The Brew Your Own Big Book of Homebrewing: All-Grain and Extract Brewing * Kegging * 50+ Craft Beer Recipes * Tips and Tricks from the Pros
Grand Central Publishing,9/6/16,Alan Sepinwall,TV (The Book): Two Experts Pick the Greatest American Shows of All Time
Adams Media,9/17/08,Norman Hall,Norman Hall's Postal Exam Preparation Book: Everything You Need to Know... All Major Exams Thoroughly Covered in One Book
Little Simon,10/21/14,Callie Barkley,The Critter Club Collection: A Purrfect Four-Book Boxed Set: Amy and the Missing Puppy; All About Ellie; Liz Learns a Lesson; Marion Takes a Break
CreateSpace Publishing,11/20/16,Anthony Curcio,"NFL All Stars 2017: Coloring and Activity Book for Adults and Kids: feat. Ezekiel Elliott, Tom Brady, Julio Jones, Aaron Rodgers, Russell Wilson and Many More!"
Random House Children's Books,1/28/00,P. D. Eastman,Flap Your Wings
CreateSpace Publishing,2/7/16,The Quilted Garden Shoppe,Easter Morning Kids Coloring Book Doodle Sketch Pad Color Draw Sketch: Kids Coloring Books Best Sellers in all Departments; Kids Coloring Books for Boys in al; Kids Coloring Books for girls in al; Kids Coloring Books in Toys &; Kids Coloring Set in al; Co
CreateSpace Publishing,5/5/17,M Byrne,"Pokemon Go Childrens Coloring Book Vol 1: In this A4 size Volume 1 of 2 Coloring Book, we have captured 75 catchable creatures from Pokemon Go for you to color. Volume 2 has captured the remainder so you can enjoy coloring all of the catchable creatures"
Skyhorse Publishing,3/20/18,@ManWhoHasItAll,The Man Who Has It All: A Patronizing Parody of Self-Help Books for Women
New Growth Press,10/1/15,Justin S. Holcomb,God Made All of Me: A Book to Help Children Protect Their Bodies
"Peter Pauper Press, Incorporated",7/28/05,Heather Zschock,Under the Sea Scratch and Sketch: An Art Activity Book for Imaginative Artists of All Ages
CreateSpace Publishing,10/14/17,Razorsharp Productions,Spot the Differences: Fantastic Spot the Difference Book for Adults. Can You Find All the Differences? 47 Picture Puzzles for Adults.
Adams Media,9/30/14,Michael O'Neill,The Best Bar Trivia Book Ever: All You Need for Pub Quiz Domination
DK,12/20/10,DK Publishing,Tabbed Board Books: My First Colors: Let's Learn Them All!
"Peter Pauper Press, Incorporated",1/28/10,Peter Pauper Press,Furry Friends: An Art Activity Book for Animal Lovers and Artists of All Ages [With Wooden Stylus for Drawing]
Andrews McMeel Publishing,4/1/04,Brian Crane,Still Pickled After All These Years: A Pickles Book
CreateSpace Publishing,4/4/17,Easter Adult Coloring book,"Happy Easter Adult Coloring book: Rabbit and Egg Designs for Adults ,Teens, Kids, toddlers Children of All Ages"
Sterling,11/17/15,Nick Kilby,The Tea Book: All Things Tea
Random House Children's Books,5/28/89,Jim O'Connor,Jackie Robinson and the Story of All-Black Baseball (Step into Reading Book Series: A Step 5 Book)
Creative Publishing int'l,5/1/17,Margaret Hubert,"The Granny Square Book, Second Edition: Timeless Techniques and Fresh Ideas for Crocheting Square by Square--Now with 100 Motifs and 25 All New Projects!"
CreateSpace Publishing,8/5/17,Mario Roblox Coloring Book,"Mario & RoBLOX Great Fun Coloring Book: Super Nintendo Mario & Roblox Coloring Book for Kids: A great coloring book on the Super Mario & Roblox characters. Great starter book for children of all ages - 48 Illustrations: for boys and girls, color your fav"
Random House Children's Books,9/28/64,Stan Berenstain,The Bike Lesson (Berenstain Bears Series)
"Fox Chapel Publishing Company, Incorporated",12/6/16,Editors of Scroll Saw Woodworking & Crafts,Big Book of Gizmos & Gadgets: Expert Advice and 15 All-Time Favorite Projects and Patterns
Random House Children's Books,8/28/76,Dr. Seuss,The Cat's Quizzer: Are You Smarter than the Cat in the Hat?
HarperCollins Publishers,1/10/17,Maurice Sendak,Alligators All Around: An Alphabet (Board Book)
Random House Children's Books,5/24/05,Dr. Seuss,The Cat in the Hat: Book & CD
Goldest Karat Publishing,11/11/13,Crystal Swain-Bates,Color My Fro: A Natural Hair Coloring Book for Big Hair Lovers of All Ages
Faber Piano Adventures®,1/1/03,Nancy Faber,Adult Piano Adventures All-in-One Lesson Book 2: Book/Online Audio
St. Martin's Press,5/29/18,Retta,"So Close to Being the Sh*t, Y'all Don't Even Know (Signed Book)"
Random House Children's Books,5/24/05,Dr. Seuss,"One Fish, Two Fish, Red Fish, Blue Fish: Book and CD"
North Atlantic Books,5/26/09,Ruby Roth,"That's Why We Don't Eat Animals: A Book About Vegans, Vegetarians, and All Living Things"
Lifeway Church Resources,11/28/16,Kelly Minter,All Things New - Bible Study Book: A Study on 2 Corinthians
Random House Children's Books,1/12/16,P. D. Eastman,¿Eres mi mamá? (Are You My Mother?)
Little Simon,9/20/05,David A. Carter,One Red Dot: A Pop-Up Book for Children of All Ages
Cleis Press,12/28/04,Felice Newman,The Whole Lesbian Sex Book: A Passionate Guide for All of Us / Edition 2
CreateSpace Publishing,5/5/17,M Byrne,"Pokemon Go Childrens Coloring Book Vol 2: In this A4 size Volume 2 of 2 Coloring Book, we have captured 76 catchable creatures from Pokemon Go for you to color. Volume 1 has captured the remainder so you can enjoy coloring all of the catchable creatures"
Random House Publishing Group,12/27/11,Corinne T. Netzer,"The Complete Book of Food Counts, 9th Edition: The Book That Counts It All"
Random House Children's Books,5/24/05,Dr. Seuss,Fox in Socks: Book & CD
CreateSpace Publishing,5/15/16,D B Willaker,All the Memes: An Epic Adult Coloring Book
CreateSpace Publishing,1/12/17,Anthony Curcio,"MLB All Stars 2017: Baseball Coloring Book for Adults and Kids: feat. Trout, Cabrera, Bryant, Kershaw, Posey, Rizzo, Harper and Many More!"
"Workman Publishing Company, Inc.",10/17/17,Kathryn Petras,"The Stupidest Sports Book of All Time: Hilarious Blunders, Bloopers, Oddities, Quotes, and More from the World of Sports"
CreateSpace Publishing,5/22/16,K W Books,Major League Baseball Coloring Book USA: A great coloring book for kids and adults. It comprises of both leagues National and American with all 30 teams. This A4 64 page book has all the logos and cap insignias to color along with information on the club
Little Simon,6/16/15,Callie Barkley,The Critter Club 4 Books in 1!: Amy and the Missing Puppy; All About Ellie; Liz Learns a Lesson; Marion Takes a Break
Adams Media,9/26/17,Bob Schaller,"The Everything Kids' Basketball Book, 3rd Edition: The All-time Greats, Legendary Teams, Today's Superstars-and Tips on Playing Like a Pro"
Adams Media,1/1/04,Amy Hackney Blackwell,"The Everything Irish History & Heritage Book: From Brian Boru and St. Patrick to Sinn Fein and the Troubles, All You Need to Know About the Emerald Isle"
HarperCollins Publishers,9/27/05,Terry Pratchett,Where's My Cow?: A Discworld Picture Book for People of All Sizes
CreateSpace Publishing,5/21/17,Toddler Coloring Book,"Fantastic Coloring Book for Toddler Boys: Preschool Activity Book for Kids Ages 2-4, with Coloring Pages of Toys, Animals, Trucks, Robots, and All Little Boy's Favorite Things!"
Running Press Book Publishers,4/28/07,Jon E. Lewis,The Mammoth Book of Cover-Ups: The 100 Most Terrifying Conspiracies of All Time
Adams Media,4/17/09,Irene Duke,The Everything Sign Language Book: American Sign Language Made Easy... All new photos!
Random House Children's Books,5/27/03,P. D. Eastman,Big Dog...Little Dog: A Bedtime Story
CreateSpace Publishing,11/9/17,Razorsharp Productions,Fantastic Spot the Difference Book for Adults: Food & Desserts. Picture Puzzle Books for Adults: Do You Possess the Power of Observation? Can You Really Find All the Differences on Your Own?
"Workman Publishing Company, Inc.",11/29/16,Sean Connolly,The Book of Wildly Spectacular Sports Science: 54 All-Star Experiments
"Fox Chapel Publishing Company, Incorporated",10/4/16,Valerie McKeehan,"Chalk-Style Expressions Coloring Book: Color With All Types of Markers, Gel Pens & Colored Pencils"
Martingale & Company,8/15/17,Pat Sloan,Pat Sloan's Teach Me to Make My First Quilt: A How-to Book for All You Need to Know
"Phoenix International, Inc.",8/15/16,Editors of Phoenix International,Nickelodeon Me Reader Electronic Reader and 8-Book Library: Reads all 8 Books aloud!
"Phoenix International, Inc.",10/1/15,Editors of Phoenix International,Star Wars Electronic Reader and 8-Book Library: Story Reader Me Reader Reads all 8 books aloud!
"Phoenix International, Inc.",7/1/15,Editors of Phoenix International,The World of Eric Carle Electronic Reader and 8-Book Library: Me Reader? reads all 8 books aloud!
Rolling Donut Press,6/15/17,Jim Erskine,Said No Nurse Ever: A Coloring Book For Nurses Who've Seen It All
"The Tule Publishing Group, LLC",11/11/14,Jennifer Gracen,All I Want for Christmas
CreateSpace Publishing,9/10/14,Stacy Green,All Good Deeds (A Lucy Kendall Thriller)
Book View Cafe,1/6/13,Patricia Rice,All A Woman Wants
"Scholastic, Inc.",7/7/09,J. K. Rowling,Harry Potter and the Deathly Hallows (Harry Potter Series #7)
"Experiment, The",8/14/12,Del Sroufe,Forks Over Knives - The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year
CreateSpace Publishing,11/16/13,Lisa Mondello,All I Want for Christmas is You
Simon & Schuster,1/31/17,Megan Miranda,All the Missing Girls
Cleis Press,11/15/16,Kevin Pryslak,The F*ck It List: All The Things You Can Skip Before You Die
HarperCollins Publishers,12/29/09,J. A. Jance,Injustice for All (J.P. Beaumont Series #2)
Pocket Books,9/20/16,Mary Higgins Clark,All Dressed in White (Under Suspicion Series #2)
Random House Children's Books,9/13/16,Jennifer Niven,All the Bright Places
Simon & Schuster Books For Young Readers,4/24/18,Jenny Han,"The To All the Boys I've Loved Before Paperback Collection: To All the Boys I've Loved Before; P.S. I Still Love You; Always and Forever, Lara Jean"
CreateSpace Publishing,5/26/16,K W Books,"NFL Coloring Book and Trivia: This NFL book comprises of images of the logo's, insignias and the helmets of each team to color and trivia on all 32 clubs in both leagues. The interior is in color and is great for copying to color in the images. Great for"
Harlequin,1/15/18,Carly Phillips,Going all the Way
Nippan IPS,10/15/18,Rie Yamada,The Complete Book of Fruit Carving: Decorate Your Table for All Special Occasions
Heinemann,3/29/18,Tammy Mulligan,It's All About the Books: How to Create Bookrooms and Classroom Libraries That Inspire Readers
"Scholastic, Inc.",10/10/17,Maggie Stiefvater,All the Crooked Saints
"Scholastic, Inc.",9/28/02,J. K. Rowling,Harry Potter and the Goblet of Fire
HarperCollins Publishers,1/30/18,Lorraine Heath,Beyond Scandal and Desire: A Sins for All Seasons Novel
Wiley,10/9/17,Paul Cummings,"It All Matters: 125 Strategies to Achieve Maximum Confidence, Clarity, Certainty, and Creativity"
MIRA Books,12/4/17,James Rollins,Kowalski's in Love
MIRA Books,12/18/17,Brad Thor,The Athens Solution
FaithWords,10/24/17,Joel Osteen,Blessed in the Darkness: How All Things Are Working for Your Good
St. Martin's Press,7/18/17,Wendy Walker,All Is Not Forgotten: A Novel
HarperCollins Publishers,5/31/16,Cathy Maxwell,The Fairest of Them All: Marrying the Duke
Bloomsbury USA,12/1/11,John Pearson,All the Money in the World: previously published as Painfully Rich
Grand Central Publishing,10/17/17,Mia Sheridan,Most of All You: A Love Story
Penguin Publishing Group,5/7/02,Tom Clancy,The Sum of All Fears
Barnes & Noble,6/4/15,L. Frank Baum,The Wizard of Oz: The First Five Novels (Barnes & Noble Collectible Editions)
Random House Publishing Group,7/29/14,Fannie Flagg,The All-Girl Filling Station's Last Reunion
Intrepid Reads,10/15/16,Erica Ridley,All I Want
MIRA Books,12/18/17,Douglas Preston,Gone Fishing
Random House Publishing Group,7/26/16,Rowan Coleman,We Are All Made of Stars: A Novel
Penguin Publishing Group,9/26/17,Jayne Ann Krentz,When All the Girls Have Gone
"Scholastic, Inc.",8/10/04,J. K. Rowling,Harry Potter and the Order of the Phoenix
St. Martin's Press,10/3/17,Bryn Greenwood,All the Ugly and Wonderful Things: A Novel
Random House Children's Books,3/28/17,R. J. Palacio,We're All Wonders
Disney Press,10/3/17,Serena Valentino,Mistress of All Evil: A Tale of the Dark Fairy
Penguin Publishing Group,12/27/11,Deborah Harkness,A Discovery of Witches (All Souls Trilogy #1)
America's Test Kitchen,8/29/17,America's Test Kitchen,The Complete Cook's Country TV Show Cookbook 10th Anniversary Edition: Every Recipe and Every Review From All Ten Seasons
"Workman Publishing Company, Inc.",10/31/17,Daniel Shumski,How to Instant Pot: Mastering All the Functions of the One Pot That Will Change the Way You Cook
Adult Coloring Books,11/10/17,Ben Mark,Vine and Honey: 100 Best Vines of All Times
Aladdin,10/2/12,Rachel Renée Russell,Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries Series #5)
"Scholastic, Inc.",12/4/08,J. K. Rowling,The Tales of Beedle the Bard (Harry Potter Series)
Knopf Doubleday Publishing Group,2/3/15,Chimamanda Ngozi Adichie,We Should All Be Feminists
Atria Books,11/3/15,Rosanna Pansino,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us
HarperCollins Publishers,3/5/02,C. S. Lewis,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia Series #2)"
DK,10/25/16,Matthew K. Manning,DC Comics Encyclopedia All-New Edition
Random House Children's Books,5/16/17,Princeton Review,"Cracking the SAT Premium Edition with 7 Practice Tests, 2018: The All-in-One Solution for Your Highest Possible Score"
"Evil Eye Concepts, Incorporated",3/28/17,Heather Graham,Krewe of Hunters Bundle: 3 Stories by Heather Graham (Crimson Twilight\ When Irish Eyes Are Haunting\ All Hallows Eve) (1001 Dark Nights Series)
Baker Publishing Group,1/6/15,Elizabeth Camden,Beyond All Dreams
The Bible | Bible Nook | Bible for Nook,12/23/12,God,BIBLE: THE HOLY BIBLE FOR NOOK - The Authorized King James Version (With Nook MasterLink Technology): Best Selling Bible of All Time KJV Complete Old Testament & New Testament NOOKbook
Potter/TenSpeed/Harmony,9/12/17,Pearl Barrett,Trim Healthy Mama's Trim Healthy Table: More Than 300 All-New Healthy and Delicious Recipes from Our Homes to Yours
HarperCollins Publishers,7/26/16,Adriana Trigiani,All the Stars in the Heavens
Random House Children's Books,10/28/99,Tish Rabe,There's No Place like Space!: All about Our Solar System (Cat in the Hat's Learning Library Series)
Hallmark,8/9/13,Tom Shay-Zapien,Jingle All the Way
HarperCollins Publishers,7/12/16,Catharina Ingelman-Sundberg,The Little Old Lady Who Broke All the Rules: A Novel
HarperCollins Publishers,10/26/10,C. S. Lewis,The Chronicles of Narnia Movie Tie-in Box Set (Featuring The Voyage of the Dawn Treader)
Skyhorse Publishing,10/10/17,Ed West,1215 and All That: Magna Carta and King John
HarperCollins Publishers,4/24/12,Neil Gaiman,Coraline
Simon & Schuster,11/7/17,A. J. Jacobs,It's All Relative: Adventures Up and Down the World's Family Tree
Houghton Mifflin Harcourt,9/11/12,Ursula K. Le Guin,A Wizard of Earthsea (Earthsea Series #1)
Chronicle Books LLC,8/30/16,Brendan Wenzel,They All Saw a Cat
Disney Press,8/1/17,Serena Valentino,Fairest of All: A Tale of the Wicked Queen
